ts,open,high,low,close,volume,quote_volume,taker_buy_base
1767618300000,92896.01,93020.0,92896.0,92924.72,53.91813,5012066.7328472,35.20381
1767618600000,92924.72,92991.21,92924.72,92934.81,27.59353,2565088.5164606,13.54797
1767618900000,92934.81,92934.81,92834.82,92834.82,18.36364,1705783.0656828,6.72064
1767619200000,92834.82,92834.82,92716.0,92801.43,50.62483,4696876.4522776,17.86886
1767619500000,92801.44,92813.11,92729.97,92784.52,18.93856,1757210.6631582,7.47512
1767619800000,92784.53,92784.53,92702.44,92712.0,46.7458,4335056.0952711,22.56905
1767620100000,92712.0,92737.0,92629.68,92711.85,46.7587,4333852.4263349,17.51764
1767620400000,92711.84,92718.07,92535.41,92607.44,69.87787,6471519.9041642,23.37122
1767620700000,92607.45,92665.7,92580.01,92587.65,41.88337,3879476.2059957,17.89798
1767621000000,92587.65,92685.14,92587.65,92684.0,33.67732,3120260.3383791,18.24871
1767621300000,92683.99,92756.0,92674.39,92742.74,46.70527,4330255.5447295,27.59238
1767621600000,92742.73,92869.97,92735.64,92869.96,49.24898,4569781.2660092,28.54508
1767621900000,92869.96,92878.43,92711.57,92786.87,26.28603,2438766.8663219,9.59284
1767622200000,92786.88,92814.45,92736.0,92750.0,58.04903,5385478.5557441,36.93181
1767622500000,92750.0,92797.23,92750.0,92775.51,15.86154,1471515.7054165,6.15662
1767622800000,92775.51,92831.5,92770.0,92790.22,28.94499,2686063.5225308,10.44638
1767623100000,92790.23,92790.23,92700.0,92766.9,26.1829,2428428.9589063,8.98364
1767623400000,92766.91,92870.69,92586.0,92604.94,138.99684,12885519.6620425,62.44389
1767623700000,92604.93,92988.0,92407.13,92868.0,169.62509,15720069.9066833,90.73942
